vessel,carrier,voyage No.,service,POD,ETA,Berthing,Updatetime
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,TYO,2022/8/30,2022/8/30,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2221E / 2221W,NA,OBE,2022/8/22 17:40,2022/8/22 18:13,2022/8/29 15:00
JOSCO BELLE (BOQQ8),SAS,2219E / 2219W,NA,OBE,2022/8/27 16:46,2022/8/28 6:51,2022/8/29 15:00
VICTORY STAR (H9ZG),SAS,2224E / 2224W,NA,OBE,2022/8/22 23:23,2022/8/23 7:22,2022/8/29 15:00
XIN TAI PING (BSDU),SAS,2233E / 2233W,NA,OBE,2022/8/28 1:00,2022/8/28 9:04,2022/8/29 15:00
A XINXIA (9V7266),SAS,2206E / 2206W,NA,OBE,2022/8/30,2022/8/30,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OBE,2022/9/2,2022/9/2,2022/8/29 15:00
ORTOLAN EPSILON (CQAA6),SAS,2202E / 2202W,NA,OBE,2022/9/3,2022/9/3,2022/8/29 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,TYO,2022/9/7,2022/9/7,2022/8/29 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,TYO,2022/9/10,2022/9/10,2022/8/29 15:00
JOSCO JANE (VRUS8),SAS,2204E / 2204W,NA,TYO,2022/9/11,2022/9/11,2022/8/29 15:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,OBE,2022/9/2,2022/9/2,2022/8/29 15:00
JOSCO DIANA (BOQA9),SAS,2224E / 2224W,NA,TYO,2022/9/14,2022/9/14,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,TYO,2022/9/17,2022/9/17,2022/8/29 15:00
JOSCO BELLE (BOQQ8),SAS,2218E / 2218W,NA,YOK,2022/8/14 19:07,2022/8/15 6:54,2022/8/29 15:00
JOSCO REAL (VRRM8),SAS,2210E / 2210W,NA,YOK,2022/8/17 14:25,2022/8/17 14:55,2022/8/29 15:00
JOSCO JANE (VRUS8),SAS,2202E / 2202W,NA,YOK,2022/8/22 1:55,2022/8/22 13:16,2022/8/29 15:00
JOSCO DIANA (BOQA9),SAS,2222E / 2222W,NA,YOK,2022/8/23 6:36,2022/8/23 14:18,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2221E / 2221W,NA,YOK,2022/8/24 18:00,2022/8/24 18:30,2022/8/29 15:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,YOK,2022/8/30 22:30,2022/8/30 23:30,2022/8/29 15:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,YOK,2022/8/31,2022/8/31,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,YOK,2022/9/4,2022/9/4,2022/8/29 15:00
JOSCO BELLE (BOQQ8),SAS,2219E / 2219W,NA,YOK,2022/8/31,2022/8/31,2022/8/29 15:00
XIN TAI PING (BSDU),SAS,2234E / 2234W,NA,OBE,2022/9/6,2022/9/6,2022/8/29 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,OBE,2022/9/9,2022/9/9,2022/8/29 15:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OBE,2022/9/9,2022/9/9,2022/8/29 15:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,YOK,2022/9/5,2022/9/5,2022/8/29 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,YOK,2022/9/7,2022/9/7,2022/8/29 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,YOK,2022/9/11,2022/9/11,2022/8/29 15:00
JOSCO JANE (VRUS8),SAS,2204E / 2204W,NA,YOK,2022/9/12,2022/9/12,2022/8/29 15:00
JOSCO DIANA (BOQA9),SAS,2224E / 2224W,NA,YOK,2022/9/14,2022/9/14,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,YOK,2022/9/18,2022/9/18,2022/8/29 15:00
JOSCO SHINE (VRRM7),SAS,2211E / 2211W,NA,OSA,2022/8/15 16:36,2022/8/15 17:30,2022/8/29 15:00
JOSCO ALMA (VRUR3),SAS,2204E / 2204W,NA,OSA,2022/8/16 12:20,2022/8/16 13:40,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2221E / 2221W,NA,OSA,2022/8/21 16:40,2022/8/22 7:18,2022/8/29 15:00
VICTORY STAR (H9ZG),SAS,2224E / 2224W,NA,OSA,2022/8/23 12:12,2022/8/23 12:57,2022/8/29 15:00
ORTOLAN EPSILON (CQAA6),SAS,2201E / 2201W,NA,OSA,2022/8/24 20:20,2022/8/25 7:42,2022/8/29 15:00
XIN TAI PING (BSDU),SAS,2233E / 2233W,NA,OSA,2022/8/28 14:00,2022/8/29 6:59,2022/8/29 15:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OBE,2022/9/13,2022/9/13,2022/8/29 15:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,OBE,2022/9/16,2022/9/16,2022/8/29 15:00
A XINXIA (9V7266),SAS,2208E / 2208W,NA,OBE,2022/9/16,2022/9/16,2022/8/29 15:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,TYO,2022/8/31,2022/8/31,2022/8/30 7:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OBE,2022/9/12 22:00,2022/9/13 7:30,2022/9/12 23:00
A XINXIA (9V7266),SAS,2206E / 2206W,NA,OSA,2022/8/30 12:40,2022/8/30 13:40,2022/8/29 23:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,TYO,2022/8/31 10:00,2022/8/31 11:00,2022/8/30 15:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,TYO,2022/8/31 12:30,2022/8/31 13:30,2022/8/30 15:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,TYO,2022/8/31 13:55,2022/8/31 18:10,2022/8/31 23:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,TYO,2022/9/5,2022/9/5,2022/8/31 23:00
A XINXIA (9V7266),SAS,2206E / 2206W,NA,OBE,2022/8/30 21:00,2022/08/31 AM,2022/8/29 23:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,YOK,2022/8/30 12:45,2022/8/31 7:30,2022/8/30 15:00
JOSCO BELLE (BOQQ8),SAS,2219E / 2219W,NA,YOK,2022/8/31 12:30,2022/8/31 13:30,2022/8/30 15:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,YOK,2022/8/31 18:00,2022/8/31 19:00,2022/8/30 15:00
A XINXIA (9V7266),SAS,2206E / 2206W,NA,OBE,2022/8/31 1:12,2022/8/31 13:07,2022/8/31 15:00
ORTOLAN EPSILON (CQAA6),SAS,2202E / 2202W,NA,OBE,2022/9/4 18:05,2022/9/4 18:43,2022/9/4 23:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,TYO,2022/9/5,2022/9/5,2022/9/1 15:00
XIN TAI PING (BSDU),SAS,2234E / 2234W,NA,OBE,2022/9/9,2022/9/9,2022/9/4 23:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,YOK,2022/8/31 17:55,2022/8/31 18:39,2022/8/31 23:00
A XINXIA (9V7266),SAS,2206E / 2206W,NA,OSA,2022/8/30 12:44,2022/8/30 13:33,2022/8/30 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,YOK,2022/9/6,2022/9/6,2022/8/31 23:00
A XINXIA (9V7266),SAS,2206E / 2206W,NA,OBE,2022/8/31 2:00,2022/8/31 12:30,2022/8/30 15:00
JOSCO BELLE (BOQQ8),SAS,2219E / 2219W,NA,TYO,2022/8/30 17:58,2022/8/30 18:31,2022/8/30 23:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,TYO,2022/8/31 17:30,2022/8/31 18:30,2022/8/30 23:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,TYO,2022/8/30 7:00,2022/8/30 7:30,2022/8/30 23:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OSA,2022/9/4 12:30,2022/9/5 7:40,2022/9/3 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OSA,2022/9/4,2022/9/4,2022/8/31 23:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,YOK,2022/8/31 19:30,2022/8/31 20:00,2022/8/30 23:00
XIN TAI PING (BSDU),SAS,2234E / 2234W,NA,OSA,2022/9/6,2022/9/6,2022/8/31 23:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,TYO,2022/9/6,2022/9/6,2022/9/4 7:00
JOSCO ALMA (VRUR3),SAS,2205E / 2205W,NA,TYO,2022/8/30 19:05,2022/8/31 7:20,2022/8/31 15:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,TYO,2022/8/31 13:55,2022/8/31 18:30,2022/8/31 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OBE,2022/9/4,2022/9/4,2022/8/31 23:00
A XINXIA (9V7266),SAS,2206E / 2206W,NA,OBE,2022/8/31 1:12,2022/8/31 12:30,2022/8/31 7:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,YOK,2022/8/30 12:45,2022/8/31 7:20,2022/8/31 15:00
JOSCO BELLE (BOQQ8),SAS,2219E / 2219W,NA,YOK,2022/8/31 12:15,2022/8/31 12:58,2022/8/31 15:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,OBE,2022/9/2 22:20,2022/9/3 13:01,2022/9/3 15:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,OBE,2022/9/2 23:00,2022/9/3 7:30,2022/9/1 15:00
ORTOLAN EPSILON (CQAA6),SAS,2202E / 2202W,NA,OSA,2022/9/3 21:18,2022/9/4 7:40,2022/9/3 23:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,YOK,2022/9/5 19:20,2022/9/6 8:32,2022/9/6 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,YOK,2022/9/8,2022/9/8,2022/9/6 15:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,YOK,2022/9/5 12:30,2022/9/5 13:30,2022/9/2 23:00
ORTOLAN EPSILON (CQAA6),SAS,2202E / 2202W,NA,OSA,2022/9/3 20:00,2022/9/4 7:40,2022/9/2 23:00
JOSCO JANE (VRUS8),SAS,2204E / 2204W,NA,TYO,2022/9/12,2022/9/12,2022/9/7 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OSA,2022/9/4 12:30,2022/9/5,2022/9/2 23:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OBE,2022/9/4 5:40,2022/9/4 6:23,2022/9/4 7:00
JOSCO JANE (VRUS8),SAS,2203E / 2203W,NA,OBE,2022/9/2 22:20,2022/9/3 13:00,2022/9/2 23:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OBE,2022/9/4 5:50,2022/9/4 6:50,2022/9/2 23:00
ORTOLAN EPSILON (CQAA6),SAS,2202E / 2202W,NA,OBE,2022/9/4 18:20,2022/9/4 19:20,2022/9/2 23:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,TYO,2022/9/17,2022/9/17,2022/9/7 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,YOK,2022/9/7 6:15,2022/9/7 7:00,2022/9/7 15:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,TYO,2022/9/18,2022/9/18,2022/9/9 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,YOK,2022/9/12,2022/9/12,2022/9/7 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,YOK,2022/9/18,2022/9/18,2022/9/7 15:00
JOSCO JANE (VRUS8),SAS,2205E / 2205W,NA,TYO,2022/9/21,2022/9/21,2022/9/9 15:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,TYO,2022/9/24,2022/9/24,2022/9/9 15:00
JOSCO DIANA (BOQA9),SAS,2225E / 2225W,NA,TYO,2022/9/25,2022/9/25,2022/9/9 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,TYO,2022/9/6,2022/9/6,2022/9/3 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OSA,2022/9/10,2022/9/10,2022/9/7 15:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OSA,2022/9/11,2022/9/11,2022/9/7 15:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,YOK,2022/9/6,2022/9/6,2022/9/3 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,OSA,2022/9/16,2022/9/16,2022/9/7 15:00
ORTOLAN EPSILON (CQAA6),SAS,2202E / 2202W,NA,OSA,2022/9/3 21:18,2022/9/4 7:32,2022/9/4 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OSA,2022/9/4 12:18,2022/9/5 7:40,2022/9/4 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,TYO,2022/9/6 13:45,2022/9/6 18:13,2022/9/7 7:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,TYO,2022/9/6 17:47,2022/9/6 18:30,2022/9/7 7:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OBE,2022/9/10,2022/9/10,2022/9/7 15:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OBE,2022/9/11,2022/9/11,2022/9/7 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,YOK,2022/9/12 6:30,2022/9/12 7:30,2022/9/9 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,OBE,2022/9/16,2022/9/16,2022/9/7 15:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,YOK,2022/9/5 19:20,2022/9/6 9:00,2022/9/5 23:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,YOK,2022/9/19,2022/9/19,2022/9/9 15:00
JOSCO JANE (VRUS8),SAS,2205E / 2205W,NA,YOK,2022/9/21,2022/9/21,2022/9/9 15:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,YOK,2022/9/25,2022/9/25,2022/9/9 15:00
JOSCO JANE (VRUS8),SAS,2204E / 2204W,NA,TYO,2022/9/13 6:44,2022/9/13 8:00,2022/9/13 7:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,YOK,2022/9/7 6:15,2022/9/7 7:30,2022/9/7 7:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,TYO,2022/9/6 17:00,2022/9/6 18:00,2022/9/5 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,TYO,2022/9/12,2022/9/12,2022/9/8 23:00
JOSCO JANE (VRUS8),SAS,2204E / 2204W,NA,TYO,2022/9/13,2022/9/13,2022/9/8 23:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,TYO,2022/9/6 12:00,2022/9/6 17:00,2022/9/5 15:00
XIN TAI PING (BSDU),SAS,2234E / 2234W,NA,OSA,2022/9/9,2022/9/9,2022/9/4 23:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OSA,2022/9/10 22:00,2022/9/11 7:40,2022/9/9 15:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OSA,2022/9/13,2022/9/13,2022/9/9 15:00
JOSCO DIANA (BOQA9),SAS,2223E / 2223W,NA,YOK,2022/9/6 8:00,2022/9/6 9:00,2022/9/5 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,YOK,2022/9/7,2022/9/7,2022/9/5 15:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OSA,2022/9/16,2022/9/16,2022/9/9 15:00
JOSCO XINGFU (BOFO4),SAS,2222E / 2222W,NA,OSA,2022/9/4 12:18,2022/9/5 7:21,2022/9/5 15:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,OSA,2022/9/23,2022/9/23,2022/9/9 15:00
A XINXIA (9V7266),SAS,2209E / 2209W,NA,OSA,2022/9/23,2022/9/23,2022/9/9 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,TYO,2022/9/13,2022/9/13,2022/9/11 23:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OBE,2022/9/10 16:20,2022/9/10 17:20,2022/9/9 15:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OBE,2022/9/13,2022/9/13,2022/9/9 15:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OBE,2022/9/16,2022/9/16,2022/9/9 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,TYO,2022/9/11,2022/9/11,2022/9/6 23:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OSA,2022/9/12,2022/9/12,2022/9/8 23:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,OBE,2022/9/23,2022/9/23,2022/9/9 15:00
A XINXIA (9V7266),SAS,2209E / 2209W,NA,OBE,2022/9/23,2022/9/23,2022/9/9 15:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OBE,2022/9/12,2022/9/12,2022/9/8 23:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,YOK,2022/9/13,2022/9/13,2022/9/11 23:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,TYO,2022/9/20,2022/9/20,2022/9/16 15:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,TYO,2022/9/22,2022/9/22,2022/9/16 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OBE,2022/9/10 15:50,2022/9/10 16:50,2022/9/10 15:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OSA,2022/9/15,2022/9/15,2022/9/8 15:00
JOSCO JANE (VRUS8),SAS,2206E / 2206W,NA,TYO,2022/10/2,2022/10/2,2022/9/16 15:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,TYO,2022/9/26,2022/9/26,2022/9/21 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,YOK,2022/9/20,2022/9/20,2022/9/16 15:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OBE,2022/9/15,2022/9/15,2022/9/8 15:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,YOK,2022/9/23,2022/9/23,2022/9/16 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,TYO,2022/9/21 6:09,2022/9/21 6:45,2022/9/21 7:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OSA,2022/9/10 22:35,2022/9/11 7:40,2022/9/10 23:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,TYO,2022/9/25 14:14,2022/9/27 17:00,2022/9/26 15:00
JOSCO DIANA (BOQA9),SAS,2225E / 2225W,NA,TYO,2022/9/28,2022/9/28,2022/9/26 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,TYO,2022/9/12 16:06,2022/9/13 7:00,2022/9/13 15:00
JOSCO JANE (VRUS8),SAS,2204E / 2204W,NA,TYO,2022/9/13 6:44,2022/9/13 7:17,2022/9/13 15:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OBE,2022/9/10 15:50,2022/9/10 16:31,2022/9/10 23:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,OSA,2022/9/16 6:20,2022/9/16 7:19,2022/9/16 15:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OSA,2022/9/21,2022/9/21,2022/9/16 15:00
JOSCO HELEN (VRUW5),SAS,2201E / 2201W,NA,OSA,2022/9/21,2022/9/21,2022/9/16 15:00
JOSCO DIANA (BOQA9),SAS,2224E / 2224W,NA,YOK,2022/9/14 11:30,2022/9/14 12:30,2022/9/13 15:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,YOK,2022/9/27,2022/9/27,2022/9/21 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,OBE,2022/9/16 12:30,2022/9/16 13:06,2022/9/16 15:00
JOSCO XINGFU (BOFO4),SAS,2224E / 2224W,NA,TYO,2022/9/28,2022/9/28,2022/9/11 7:00
JOSCO BELLE (BOQQ8),SAS,2221E / 2221W,NA,TYO,2022/10/1,2022/10/1,2022/9/11 7:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OSA,2022/9/13 12:10,2022/9/13 12:57,2022/9/13 15:00
JOSCO HELEN (VRUW5),SAS,2201E / 2201W,NA,OBE,2022/9/21,2022/9/21,2022/9/16 15:00
JOSCO HELEN (VRUW5),SAS,2201E / 2201W,NA,OSA,2022/9/19,2022/9/19,2022/9/13 15:00
A XINXIA (9V7266),SAS,2208E / 2208W,NA,OSA,2022/9/22,2022/9/22,2022/9/13 15:00
JOSCO DIANA (BOQA9),SAS,2225E / 2225W,NA,YOK,2022/9/26,2022/9/26,2022/9/11 7:00
JOSCO XINGFU (BOFO4),SAS,2224E / 2224W,NA,YOK,2022/9/28,2022/9/28,2022/9/11 7:00
JOSCO BELLE (BOQQ8),SAS,2221E / 2221W,NA,YOK,2022/10/2,2022/10/2,2022/9/11 7:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OBE,2022/9/21,2022/9/21,2022/9/16 15:00
A XINXIA (9V7266),SAS,2209E / 2209W,NA,OSA,2022/9/26,2022/9/26,2022/9/13 15:00
JOSCO HELEN (VRUW5),SAS,2202E / 2202W,NA,OSA,2022/9/26,2022/9/26,2022/9/13 15:00
JOSCO XINGFU (BOFO4),SAS,2224E / 2224W,NA,TYO,2022/10/1,2022/10/1,2022/9/22 23:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OBE,2022/9/13 6:30,2022/9/13 7:20,2022/9/13 15:00
A XINXIA (9V7266),SAS,2210E / 2210W,NA,OSA,2022/9/30,2022/9/30,2022/9/11 7:00
JOSCO BELLE (BOQQ8),SAS,2221E / 2221W,NA,OSA,2022/9/30,2022/9/30,2022/9/11 7:00
ORTOLAN EPSILON (CQAA6),SAS,2203E / 2203W,NA,OBE,2022/9/17,2022/9/17,2022/9/13 15:00
JOSCO HELEN (VRUW5),SAS,2201E / 2201W,NA,OSA,2022/9/23,2022/9/23,2022/9/21 15:00
JOSCO HELEN (VRUW5),SAS,2201E / 2201W,NA,OBE,2022/9/20,2022/9/20,2022/9/13 15:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,OSA,2022/9/25,2022/9/25,2022/9/21 15:00
A XINXIA (9V7266),SAS,2208E / 2208W,NA,OBE,2022/9/22,2022/9/22,2022/9/13 15:00
A XINXIA (9V7266),SAS,2210E / 2210W,NA,OBE,2022/9/30,2022/9/30,2022/9/11 7:00
JOSCO BELLE (BOQQ8),SAS,2221E / 2221W,NA,OBE,2022/9/30,2022/9/30,2022/9/11 7:00
A XINXIA (9V7266),SAS,2209E / 2209W,NA,OBE,2022/9/26,2022/9/26,2022/9/13 15:00
JOSCO HELEN (VRUW5),SAS,2202E / 2202W,NA,OBE,2022/9/27,2022/9/27,2022/9/13 15:00
JOSCO BELLE (BOQQ8),SAS,2220E / 2220W,NA,TYO,2022/9/21 6:30,2022/9/21 7:30,2022/9/20 23:00
JOSCO DIANA (BOQA9),SAS,2226E / 2226W,NA,TYO,2022/10/5,2022/10/5,2022/9/18 7:00
JOSCO HELEN (VRUW5),SAS,2203E / 2203W,NA,TYO,2022/10/8,2022/10/8,2022/9/22 23:00
JOSCO DIANA (BOQA9),SAS,2224E / 2224W,NA,TYO,2022/9/14 20:12,2022/9/14 20:47,2022/9/14 23:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,OSA,2022/9/10 22:35,2022/9/11 7:15,2022/9/11 15:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,TYO,2022/9/21,2022/9/21,2022/9/14 23:00
JOSCO DIANA (BOQA9),SAS,2225E / 2225W,NA,YOK,2022/9/27 18:00,2022/9/27 19:00,2022/9/26 15:00
JOSCO HELEN (VRUW5),SAS,2201E / 2201W,NA,OBE,2022/9/22 12:00,2022/9/22 17:20,2022/9/21 15:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,OBE,2022/9/25,2022/9/25,2022/9/21 15:00
JOSCO JANE (VRUS8),SAS,2206E / 2206W,NA,YOK,2022/10/3,2022/10/3,2022/9/18 7:00
JOSCO DIANA (BOQA9),SAS,2226E / 2226W,NA,YOK,2022/10/5,2022/10/5,2022/9/18 7:00
JOSCO ALMA (VRUR3),SAS,2208E / 2208W,NA,YOK,2022/10/9,2022/10/9,2022/9/18 7:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,YOK,2022/9/22,2022/9/22,2022/9/14 23:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,TYO,2022/9/12 16:06,2022/9/13 8:00,2022/9/12 23:00
JOSCO JANE (VRUS8),SAS,2204E / 2204W,NA,TYO,2022/9/13 7:00,2022/9/13 8:00,2022/9/12 23:00
JOSCO XINGFU (BOFO4),SAS,2224E / 2224W,NA,YOK,2022/10/1,2022/10/1,2022/9/22 23:00
JOSCO DIANA (BOQA9),SAS,2224E / 2224W,NA,TYO,2022/9/14 18:00,2022/9/14 19:00,2022/9/14 7:00
JOSCO ALMA (VRUR3),SAS,2206E / 2206W,NA,YOK,2022/9/13 17:30,2022/9/13 18:00,2022/9/12 23:00
JOSCO HELEN (VRUW5),SAS,2203E / 2203W,NA,YOK,2022/10/9,2022/10/9,2022/9/22 23:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,TYO,2022/9/27,2022/9/27,2022/9/24 23:00
A XINXIA (9V7266),SAS,2207E / 2207W,NA,OSA,2022/9/13 12:30,2022/9/13 13:00,2022/9/12 23:00
JOSCO HELEN (VRUW5),SAS,2203E / 2203W,NA,OSA,2022/10/3,2022/10/3,2022/9/18 7:00
A XINXIA (9V7266),SAS,2211E / 2211W,NA,OSA,2022/10/7,2022/10/7,2022/9/18 7:00
JOSCO ALMA (VRUR3),SAS,2208E / 2208W,NA,OSA,2022/10/7,2022/10/7,2022/9/18 7:00
JOSCO JANE (VRUS8),SAS,2205E / 2205W,NA,TYO,2022/9/23,2022/9/23,2022/9/19 23:00
JOSCO XINGFU (BOFO4),SAS,2223E / 2223W,NA,TYO,2022/9/24,2022/9/24,2022/9/19 23:00
JOSCO HELEN (VRUW5),SAS,2201E / 2201W,NA,OSA,2022/9/23 0:50,2022/9/23 7:40,2022/9/22 23:00
ORTOLAN EPSILON (CQAA6),SAS,2205E / 2205W,NA,OSA,2022/10/2,2022/10/2,2022/9/22 23:00
JOSCO ALMA (VRUR3),SAS,2207E / 2207W,NA,OSA,2022/9/26 18:00,2022/9/27 7:30,2022/9/26 15:00
JOSCO HELEN (VRUW5),SAS,2202E / 2202W,NA,OSA,2022/9/29,2022/9/29,2022/9/26 15:00
JOSCO HELEN (VRUW5),SAS,2203E / 2203W,NA,OBE,2022/10/4,2022/10/4,2022/9/18 7:00
A XINXIA (9V7266),SAS,2211E / 2211W,NA,OBE,2022/10/7,2022/10/7,2022/9/18 7:00
JOSCO ALMA (VRUR3),SAS,2208E / 2208W,NA,OBE,2022/10/7,2022/10/7,2022/9/18 7:00
